index,Unnamed: 1_level_0_Unnamed: 1_level_1,Unnamed: 2_level_0_Unnamed: 2_level_1,Unnamed: 3_level_0_Unnamed: 3_level_1,Unnamed: 4_level_0_Unnamed: 4_level_1,Unnamed: 5_level_0_Unnamed: 5_level_1,Unnamed: 6_level_0_Unnamed: 6_level_1,Unnamed: 7_level_0_Unnamed: 7_level_1,Unnamed: 8_level_0_Unnamed: 8_level_1
,4,305B,3M,Reverse 2 1/2 Somersault Pike,18,3,54,6
,5,5152B,3M,Forward 2 1/2 Somersault 1 Twist Pike,19,3,57,4
,6,5235D,3M,Back 1 1/2 Somersault 2 1/2 Twist Free,21.5,2.8,60.2,2
,Totals,,,,114,17.3,651.55,
,Dive,Number,Height,Description,Net,DD,Score,Round
,,,,,Score,,,Place
,1,105B,5M,Forward 2 1/2 Somersault Pike,21,2.6,54.6,4
,2,405C,7.5M,Inward 2 1/2 Somersault Tuck,20.5,2.7,55.35,5
,3,205B,7.5M,Back 2 1/2 Somersault Pike,23.5,3,70.5,1
,4,303C,5M,Reverse 1 1/2 Somersault Tuck,18,2.1,37.8,19
,5,5233D,5M,Back 1 1/2 Somersault 1 1/2 Twist Free,21,2.5,52.5,8
,Totals,,,,104,12.9,270.75,
,Dive,Number,Height,Description,Net,DD,Score,Round
,,,,,Score,,,Place
,0,,0M,Carry Over from Previous Round,0,0,270.75,0
,1,105B,5M,Forward 2 1/2 Somersault Pike,21,2.6,54.6,5
,2,405C,7.5M,Inward 2 1/2 Somersault Tuck,19.5,2.7,52.65,8
,3,205B,7.5M,Back 2 1/2 Somersault Pike,20,3,60,2
,4,303C,5M,Reverse 1 1/2 Somersault Tuck,19.5,2.1,40.95,12
,5,5233D,5M,Back 1 1/2 Somersault 1 1/2 Twist Free,17.5,2.5,43.75,13
,Totals,,,,97.5,12.9,522.7,
,Dive,Number,Height,Description,Net,DD,Score,Round
,,,,,Score,,,Place
,1,403B,1M,Inward 1 1/2 Somersault Pike,21,2.4,50.4,3
,2,105B,1M,Forward 2 1/2 Somersault Pike,18,2.6,46.8,8
,3,303B,1M,Reverse 1 1/2 Somersault Pike,22.5,2.4,54,2
,4,5333D,1M,Reverse 1 1/2 Somersault 1 1/2 Twist Free,22.5,2.6,58.5,1
,5,203B,1M,Back 1 1/2 Somersault Pike,22.5,2.3,51.75,3
,6,5233D,1M,Back 1 1/2 Somersault 1 1/2 Twist Free,19.5,2.5,48.75,3
,Totals,,,,126,14.8,310.2,
,Dive,Number,Height,Description,Net,DD,Score,Round
,,,,,Score,,,Place
,1,403B,1M,Inward 1 1/2 Somersault Pike,22,2.4,52.8,3
,2,105B,1M,Forward 2 1/2 Somersault Pike,22,2.6,57.2,1
,3,303B,1M,Reverse 1 1/2 Somersault Pike,22,2.4,52.8,4
,4,5333D,1M,Reverse 1 1/2 Somersault 1 1/2 Twist Free,20,2.6,52,3
,5,203B,1M,Back 1 1/2 Somersault Pike,21,2.3,48.3,5
,6,5233D,1M,Back 1 1/2 Somersault 1 1/2 Twist Free,20,2.5,50,6
,Totals,,,,127,14.8,313.1,
,Dive,Number,Height,Description,Net,DD,Score,Round
,,,,,Score,,,Place
,1,405C,3M,Inward 2 1/2 Somersault Tuck,17,2.7,45.9,12
,2,107C,3M,Forward 3 1/2 Somersault Tuck,18.5,2.8,51.8,4
,3,205B,3M,Back 2 1/2 Somersault Pike,17,3,51,5
,4,305B,3M,Reverse 2 1/2 Somersault Pike,16.5,3,49.5,6
,5,5152B,3M,Forward 2 1/2 Somersault 1 Twist Pike,12.5,3,37.5,14
,6,5235D,3M,Back 1 1/2 Somersault 2 1/2 Twist Free,21,2.8,58.8,3
,Totals,,,,102.5,17.3,294.5,
,Dive,Number,Height,Description,Net,DD,Score,Round
,,,,,Score,,,Place
,1,405C,3M,Inward 2 1/2 Somersault Tuck,22.5,2.7,60.75,2
,2,107C,3M,Forward 3 1/2 Somersault Tuck,18.5,2.8,51.8,5
,3,205B,3M,Back 2 1/2 Somersault Pike,20.5,3,61.5,2
,4,305B,3M,Reverse 2 1/2 Somersault Pike,22.5,3,67.5,1
,5,5152B,3M,Forward 2 1/2 Somersault 1 Twist Pike,20.5,3,61.5,2
,6,5235D,3M,Back 1 1/2 Somersault 2 1/2 Twist Free,15.5,2.8,43.4,7
,Totals,,,,120,17.3,346.45,
,Dive,Number,Height,Description,Net,DD,Score,Round
,,,,,Score,,,Place
,1,105B,5M,Forward 2 1/2 Somersault Pike,21,2.6,54.6,2
,2,405C,7.5M,Inward 2 1/2 Somersault Tuck,21,2.7,56.7,3
,3,205B,7.5M,Back 2 1/2 Somersault Pike,7.5,3,22.5,22
,4,303C,5M,Reverse 1 1/2 Somersault Tuck,22.5,2.1,47.25,4
,5,5233D,5M,Back 1 1/2 Somersault 1 1/2 Twist Free,21,2.5,52.5,5
,Totals,,,,93,12.9,233.55,
,Dive,Number,Height,Description,Net,DD,Score,Round
,,,,,Score,,,Place
,1,105B,5M,Forward 2 1/2 Somersault Pike,13,2.6,33.8,8
,2,405C,7.5M,Inward 2 1/2 Somersault Tuck,21,2.7,56.7,5
,3,205B,7.5M,Back 2 1/2 Somersault Pike,16,3,48,4
,4,303C,5M,Reverse 1 1/2 Somersault Tuck,12,2.1,25.2,8
,5,5233D,5M,Back 1 1/2 Somersault 1 1/2 Twist Free,16.5,2.5,41.25,6
,Totals,,,,78.5,12.9,204.95,
,Dive,Number,Height,Description,Net,DD,Score,Round
,,,,,Score,,,Place
,1,403B,1M,Inward 1 1/2 Somersault Pike,22.5,2.4,54,1
,2,105B,1M,Forward 2 1/2 Somersault Pike,21,2.6,54.6,2
,3,303B,1M,Reverse 1 1/2 Somersault Pike,21,2.4,50.4,1
,4,5333D,1M,Reverse 1 1/2 Somersault 1 1/2 Twist Free,21.75,2.6,56.55,1
,5,203B,1M,Back 1 1/2 Somersault Pike,22.5,2.3,51.75,3
,6,5233D,1M,Back 1 1/2 Somersault 1 1/2 Twist Free,22.5,2.5,56.25,1
,Totals,,131.25,14.8,323.55,,,
,Dive,Number,Height,Description,Net,DD,Score,Round
,,,,,Score,,,Place
,1,405C,3M,Inward 2 1/2 Somersault Tuck,16.5,2.7,44.55,6
,2,107C,3M,Forward 3 1/2 Somersault Tuck,15,2.8,42,6
,3,205B,3M,Back 2 1/2 Somersault Pike,21.75,3,65.25,2
,4,305B,3M,Reverse 2 1/2 Somersault Pike,21,3,63,1
,5,5152B,3M,Forward 2 1/2 Somersault 1 Twist Pike,21,3,63,1
,6,5235D,3M,Back 1 1/2 Somersault 2 1/2 Twist Free,22.5,2.8,63,1
,Totals,,,,117.75,17.3,340.8,
,Dive,Number,Height,Description,Net,DD,Score,Round
,,,,,Score,,,Place
,1,403B,1M,Inward 1 1/2 Somersault Pike,21,2.4,50.4,2
,2,105B,1M,Forward 2 1/2 Somersault Pike,15.75,2.6,40.95,7
,3,303B,1M,Reverse 1 1/2 Somersault Pike,13.5,2.4,32.4,6
,4,5333D,1M,Reverse 1 1/2 Somersault 1 1/2 Twist Free,21,2.6,54.6,1
,5,203B,1M,Back 1 1/2 Somersault Pike,21.75,2.3,50.03,3
,6,5233D,1M,Back 1 1/2 Somersault 1 1/2 Twist Free,22.5,2.5,56.25,1
,Totals,,,,115.5,14.8,284.63,
,Dive,Number,Height,Description,Net,DD,Score,Round
,,,,,Score,,,Place
,1,405C,3M,Inward 2 1/2 Somersault Tuck,18.75,2.7,50.63,3
,2,107C,3M,Forward 3 1/2 Somersault Tuck,19.5,2.8,54.6,4
,3,205B,3M,Back 2 1/2 Somersault Pike,21,3,63,1
,4,305B,3M,Reverse 2 1/2 Somersault Pike,14.25,3,42.75,5
,5,5152B,3M,Forward 2 1/2 Somersault 1 Twist Pike,18.75,3,56.25,2
,6,5235D,3M,Back 1 1/2 Somersault 2 1/2 Twist Free,21.75,2.8,60.9,1
,Totals,,,,114,17.3,328.13,
,Dive,Number,Height,Description,Net,DD,Score,Round
,,,,,Score,,,Place
,1,403B,1M,Inward 1 1/2 Somersault Pike,20.25,2.4,48.6,4
,2,105B,1M,Forward 2 1/2 Somersault Pike,21,2.6,54.6,1
,3,303B,1M,Reverse 1 1/2 Somersault Pike,23.25,2.4,55.8,1
,4,5333D,1M,Reverse 1 1/2 Somersault 1 1/2 Twist Free,21,2.6,54.6,2
,5,203B,1M,Back 1 1/2 Somersault Pike,23.25,2.3,53.48,3
,6,5233D,1M,Back 1 1/2 Somersault 1 1/2 Twist Free,18.75,2.5,46.88,3
,Totals,,,,127.5,14.8,313.95,
,Dive,Number,Height,Description,Net,DD,Score,Round
,,,,,Score,,,Place
,1,405C,3M,Inward 2 1/2 Somersault Tuck,21.75,2.7,58.73,1
,2,107C,3M,Forward 3 1/2 Somersault Tuck,14.25,2.8,39.9,7
,3,205B,3M,Back 2 1/2 Somersault Pike,23.25,3,69.75,1
,4,305B,3M,Reverse 2 1/2 Somersault Pike,15.75,3,47.25,4
,5,5152B,3M,Forward 2 1/2 Somersault 1 Twist Pike,12.75,3,38.25,8
,6,5235D,3M,Back 1 1/2 Somersault 2 1/2 Twist Free,21,2.8,58.8,2
,Totals,,,,108.75,17.3,312.68,
,Dive,Number,Height,Description,Net,DD,Score,Round
,,,,,Score,,,Place
,1,403B,1M,Inward 1 1/2 Somersault Pike,21,2.4,50.4,1
,2,105B,1M,Forward 2 1/2 Somersault Pike,0,2.6,0,7
,,,,,Failed Dive,,,
,3,303B,1M,Reverse 1 1/2 Somersault Pike,24,2.4,57.6,1
,4,5333D,1M,Reverse 1 1/2 Somersault 1 1/2 Twist Free,12,2.6,31.2,5
,5,203B,1M,Back 1 1/2 Somersault Pike,19.5,2.3,44.85,5
,6,5233D,1M,Back 1 1/2 Somersault 1 1/2 Twist Free,19.5,2.5,48.75,2
,Totals,,,,96,14.8,232.8,
,Dive,Number,Height,Description,Net,DD,Score,Round
,,,,,Score,,,Place
,1,405C,3M,Inward 2 1/2 Somersault Tuck,21,2.7,56.7,1
,2,107C,3M,Forward 3 1/2 Somersault Tuck,21,2.8,58.8,1
,3,205B,3M,Back 2 1/2 Somersault Pike,23.25,3,69.75,1
,4,305B,3M,Reverse 2 1/2 Somersault Pike,19.5,3,58.5,1
,5,5152B,3M,Forward 2 1/2 Somersault 1 Twist Pike,18.75,3,56.25,3
,6,5235D,3M,Back 1 1/2 Somersault 2 1/2 Twist Free,20.25,2.8,56.7,2
,Totals,,,,123.75,17.3,356.7,
,Dive,Number,Height,Description,Net,DD,Score,Round
,,,,,Score,,,Place
,1,403B,1M,Inward 1 1/2 Somersault Pike,18,2.4,43.2,6
,2,105B,1M,Forward 2 1/2 Somersault Pike,19.5,2.6,50.7,1
,3,303B,1M,Reverse 1 1/2 Somersault Pike,14.25,2.4,34.2,5
,4,5333D,1M,Reverse 1 1/2 Somersault 1 1/2 Twist Free,18.75,2.6,48.75,2
,5,203B,1M,Back 1 1/2 Somersault Pike,21,2.3,48.3,2
,6,5233D,1M,Back 1 1/2 Somersault 1 1/2 Twist Free,21,2.5,52.5,1
,Totals,,,,112.5,14.8,277.65,
,Dive,Number,Height,Description,Net,DD,Score,Round
,,,,,Score,,,Place
,1,405C,3M,Inward 2 1/2 Somersault Tuck,21.75,2.7,58.73,2
,2,107C,3M,Forward 3 1/2 Somersault Tuck,18.75,2.8,52.5,3
,3,205B,3M,Back 2 1/2 Somersault Pike,19.5,3,58.5,2
,4,305B,3M,Reverse 2 1/2 Somersault Pike,8.25,3,24.75,7
,5,5152B,3M,Forward 2 1/2 Somersault 1 Twist Pike,20.25,3,60.75,1
,6,5235D,3M,Back 1 1/2 Somersault 2 1/2 Twist Free,18,2.8,50.4,3
,Totals,,,,106.5,17.3,305.63,
,Dive,Number,Height,Description,Net,DD,Score,Round
,,,,,Score,,,Place
,1,403B,1M,Inward 1 1/2 Somersault Pike,18.5,2.4,44.4,10
,2,105B,1M,Forward 2 1/2 Somersault Pike,21,2.6,54.6,1
,3,303B,1M,Reverse 1 1/2 Somersault Pike,22.5,2.4,54,1
,4,5333D,1M,Reverse 1 1/2 Somersault 1 1/2 Twist Free,19.5,2.6,50.7,3
,5,203B,1M,Back 1 1/2 Somersault Pike,20,2.3,46,9
,6,5233D,1M,Back 1 1/2 Somersault 1 1/2 Twist Free,22.5,2.5,56.25,1
,Totals,,,,124,14.8,305.95,
,Dive,Number,Height,Description,Net,DD,Score,Round
,,,,,Score,,,Place
,0,,0M,Carry Over from Previous Round,0,0,305.95,0
,1,403B,1M,Inward 1 1/2 Somersault Pike,21,2.4,50.4,7
,2,105B,1M,Forward 2 1/2 Somersault Pike,19.5,2.6,50.7,4
,3,303B,1M,Reverse 1 1/2 Somersault Pike,16.5,2.4,39.6,15
,4,5333D,1M,Reverse 1 1/2 Somersault 1 1/2 Twist Free,20.5,2.6,53.3,3
,5,203B,1M,Back 1 1/2 Somersault Pike,23,2.3,52.9,3
,6,5233D,1M,Back 1 1/2 Somersault 1 1/2 Twist Free,20.5,2.5,51.25,3
,Totals,,,,121,14.8,604.1,
,Dive,Number,Height,Description,Net,DD,Score,Round
,,,,,Score,,,Place
,1,405C,3M,Inward 2 1/2 Somersault Tuck,17,2.7,45.9,15
,2,107C,3M,Forward 3 1/2 Somersault Tuck,21.5,2.8,60.2,2
,3,205B,3M,Back 2 1/2 Somersault Pike,20,3,60,3
,4,305B,3M,Reverse 2 1/2 Somersault Pike,13,3,39,32
,5,5152B,3M,Forward 2 1/2 Somersault 1 Twist Pike,20.5,3,61.5,3
,6,5235D,3M,Back 1 1/2 Somersault 2 1/2 Twist Free,19.5,2.8,54.6,5
,Totals,,,,111.5,17.3,321.2,
,Dive,Number,Height,Description,Net,DD,Score,Round
,,,,,Score,,,Place
,0,,0M,Carry Over from Previous Round,0,0,321.2,0
,1,405C,3M,Inward 2 1/2 Somersault Tuck,21,2.7,56.7,2
,2,107C,3M,Forward 3 1/2 Somersault Tuck,17,2.8,47.6,11
,3,205B,3M,Back 2 1/2 Somersault Pike,20,3,60,3
,4,305B,3M,Reverse 2 1/2 Somersault Pike,16,3,48,7
,5,5152B,3M,Forward 2 1/2 Somersault 1 Twist Pike,18,3,54,5
,6,5235D,3M,Back 1 1/2 Somersault 2 1/2 Twist Free,22.5,2.8,63,1
,Totals,,,,114.5,17.3,650.5,
,Dive,Number,Height,Description,Net,DD,Score,Round
,,,,,Score,,,Place
,1,105B,5M,Forward 2 1/2 Somersault Pike,15,2.6,39,21
,2,405C,7.5M,Inward 2 1/2 Somersault Tuck,21,2.7,56.7,2
,3,203B,5M,Back 1 1/2 Somersault Pike,19,2.3,43.7,13
,4,303C,5M,Reverse 1 1/2 Somersault Tuck,12,2.1,25.2,39
,5,5233D,5M,Back 1 1/2 Somersault 1 1/2 Twist Free,23.5,2.5,58.75,3
,Totals,,,,90.5,12.2,223.35,
,Dive,Number,Height,Description,Net,DD,Score,Round
,,,,,Score,,,Place
,0,,0M,Carry Over from Previous Round,0,0,223.35,0
,1,105B,5M,Forward 2 1/2 Somersault Pike,21,2.6,54.6,4
,2,405C,7.5M,Inward 2 1/2 Somersault Tuck,15,2.7,40.5,10
,3,203B,5M,Back 1 1/2 Somersault Pike,21,2.3,48.3,6
,4,303C,5M,Reverse 1 1/2 Somersault Tuck,21.5,2.1,45.15,6
,5,5233D,5M,Back 1 1/2 Somersault 1 1/2 Twist Free,21,2.5,52.5,5
,Totals,,,,99.5,12.2,464.4,
,Dive,Number,Height,Description,Net,DD,Score,Round
,,,,,Score,,,Place
,1,403B,1M,Inward 1 1/2 Somersault Pike,18.5,2.4,44.4,9
,2,105B,1M,Forward 2 1/2 Somersault Pike,16.5,2.6,42.9,12
,3,303B,1M,Reverse 1 1/2 Somersault Pike,22,2.4,52.8,2
,4,5333D,1M,Reverse 1 1/2 Somersault 1 1/2 Twist Free,9.5,2.6,24.7,19
,5,203B,1M,Back 1 1/2 Somersault Pike,18,2.3,41.4,14
,Totals,,,,84.5,12.3,206.2,
,Dive,Number,Height,Description,Net,DD,Score,Round
,,,,,Score,,,Place
,1,405C,3M,Inward 2 1/2 Somersault Tuck,17.5,2.7,47.25,18
,2,107C,3M,Forward 3 1/2 Somersault Tuck,20.5,2.8,57.4,3
,3,205B,3M,Back 2 1/2 Somersault Pike,20,3,60,4
,4,305B,3M,Reverse 2 1/2 Somersault Pike,19.5,3,58.5,4
,5,5152B,3M,Forward 2 1/2 Somersault 1 Twist Pike,13.5,3,40.5,21
,Totals,,,,91,14.5,263.65,
,Dive,Number,Height,Description,Net,DD,Score,Round
,,,,,Score,,,Place
,0,,0M,Carry Over from Previous Round,0,0,263.65,0
,1,405C,3M,Inward 2 1/2 Somersault Tuck,18,2.7,48.6,12
,2,107C,3M,Forward 3 1/2 Somersault Tuck,21.5,2.8,60.2,2
,3,205B,3M,Back 2 1/2 Somersault Pike,16,3,48,6
,4,305B,3M,Reverse 2 1/2 Somersault Pike,12,3,36,12
,5,5152B,3M,Forward 2 1/2 Somersault 1 Twist Pike,15.5,3,46.5,11
,Totals,,83,14.5,502.95,,,
,Dive,Number,Height,Description,Net,DD,Score,Round
,,,,,Score,,,Place
,1,201B,3M,Back Dive Pike,38.5,2,46.2,3
,201B,3M,Back Dive Pike,,,,,
,2,301B,3M,Reverse Dive Pike,31,2,37.2,4
,301B,3M,Reverse Dive Pike,,,,,
,3,405C,3M,Inward 2 1/2 Somersault Tuck,33.5,2.7,54.27,4
,405C,3M,Inward 2 1/2 Somersault Tuck,,,,,
,4,107C,3M,Forward 3 1/2 Somersault Tuck,34.5,2.8,57.96,3
,107C,3M,Forward 3 1/2 Somersault Tuck,,,,,
,5,5152B,3M,Forward 2 1/2 Somersault 1 Twist Pike,31,3,55.8,3
,5152B,3M,Forward 2 1/2 Somersault 1 Twist Pike,,,,,
,Totals,,168.5,12.5,251.43,,,
,Dive,Number,Height,Description,Net,DD,Score,Round
,,,,,Score,,,Place
,0,,0M,Carry Over from Previous Round,0,0,251.43,0
,,,0M,Carry Over from Previous Round,,,,
,1,201B,3M,Back Dive Pike,38,2,45.6,2
,,201B,3M,Back Dive Pike,,,,
,2,301B,3M,Reverse Dive Pike,35,2,42,3
,,301B,3M,Reverse Dive Pike,,,,
,3,405C,3M,Inward 2 1/2 Somersault Tuck,33,2.7,53.46,5
,,405C,3M,Inward 2 1/2 Somersault Tuck,,,,
,4,107C,3M,Forward 3 1/2 Somersault Tuck,33.5,2.8,56.28,3
,,107C,3M,Forward 3 1/2 Somersault Tuck,,,,
,5,5152B,3M,Forward 2 1/2 Somersault 1 Twist Pike,31.5,3,56.7,3
,,5152B,3M,Forward 2 1/2 Somersault 1 Twist Pike,,,,
,Totals,,,,171,12.5,505.47,
,Dive,Number,Height,Description,Net,DD,Score,Round
,,,,,Score,,,Place
,1,105B,1M,Forward 2 1/2 Somersault Pike,20,2.6,52,1
,2,403B,1M,Inward 1 1/2 Somersault Pike,20.5,2.4,49.2,7
,3,303B,1M,Reverse 1 1/2 Somersault Pike,20.5,2.4,49.2,6
,4,5333D,1M,Reverse 1 1/2 Somersault 1 1/2 Twist Free,21,2.6,54.6,2
,5,203B,1M,Back 1 1/2 Somersault Pike,22,2.3,50.6,1
,6,5233D,1M,Back 1 1/2 Somersault 1 1/2 Twist Free,21,2.5,52.5,3
,Totals,,,,125,14.8,308.1,
,Dive,Number,Height,Description,Net,DD,Score,Round
,,,,,Score,,,Place
,1,105B,1M,Forward 2 1/2 Somersault Pike,16.5,2.6,42.9,7
,2,403B,1M,Inward 1 1/2 Somersault Pike,20,2.4,48,3
,3,303B,1M,Reverse 1 1/2 Somersault Pike,22,2.4,52.8,1
,4,5333D,1M,Reverse 1 1/2 Somersault 1 1/2 Twist Free,20.5,2.6,53.3,1
,5,203B,1M,Back 1 1/2 Somersault Pike,17.5,2.3,40.25,6
,6,5233D,1M,Back 1 1/2 Somersault 1 1/2 Twist Free,19.5,2.5,48.75,3
,Totals,,,,116,14.8,286,
,Dive,Number,Height,Description,Net,DD,Score,Round
,,,,,Score,,,Place
,1,405C,3M,Inward 2 1/2 Somersault Tuck,19.5,2.7,52.65,4
,2,107C,3M,Forward 3 1/2 Somersault Tuck,14.5,2.8,40.6,14
,3,205B,3M,Back 2 1/2 Somersault Pike,19,3,57,2
,4,305B,3M,Reverse 2 1/2 Somersault Pike,10.5,3,31.5,27
,5,5152B,3M,Forward 2 1/2 Somersault 1 Twist Pike,18.5,3,55.5,3
,6,5235D,3M,Back 1 1/2 Somersault 2 1/2 Twist Free,16.5,2.8,46.2,10
,Totals,,,,98.5,17.3,283.45,
,Dive,Number,Height,Description,Net,DD,Score,Round
,,,,,Score,,,Place
,1,405C,3M,Inward 2 1/2 Somersault Tuck,18,2.7,48.6,4
,2,107C,3M,Forward 3 1/2 Somersault Tuck,15.5,2.8,43.4,6
,3,205B,3M,Back 2 1/2 Somersault Pike,13,3,39,8
,4,305B,3M,Reverse 2 1/2 Somersault Pike,15,3,45,6
,5,5152B,3M,Forward 2 1/2 Somersault 1 Twist Pike,16,3,48,7
,6,5235D,3M,Back 1 1/2 Somersault 2 1/2 Twist Free,20,2.8,56,3
,Totals,,,,97.5,17.3,280,
,Dive,Number,Height,Description,Net,DD,Score,Round
,,,,,Score,,,Place
,1,105B,1M,Forward 2 1/2 Somersault Pike,15,2.6,39,6
,2,203B,1M,Back 1 1/2 Somersault Pike,14.25,2.3,32.78,6
,3,303B,1M,Reverse 1 1/2 Somersault Pike,21.75,2.4,52.2,2
,4,5333D,1M,Reverse 1 1/2 Somersault 1 1/2 Twist Free,21,2.6,54.6,1
,5,403B,1M,Inward 1 1/2 Somersault Pike,20.25,2.4,48.6,2
,6,5233D,1M,Back 1 1/2 Somersault 1 1/2 Twist Free,18.75,2.5,46.88,4
,Totals,,,,111,14.8,274.05,
,Dive,Number,Height,Description,Net,DD,Score,Round
,,,,,Score,,,Place
,1,405C,3M,Inward 2 1/2 Somersault Tuck,18,2.7,48.6,1
,2,107C,3M,Forward 3 1/2 Somersault Tuck,17.25,2.8,48.3,4
,3,205B,3M,Back 2 1/2 Somersault Pike,19.5,3,58.5,2
,4,301B,3M,Reverse Dive Pike,16.5,1.9,31.35,6
,5,5152B,3M,Forward 2 1/2 Somersault 1 Twist Pike,16.5,3,49.5,2
,6,5235D,3M,Back 1 1/2 Somersault 2 1/2 Twist Free,22.5,2.8,63,1
,Totals,,,,110.25,16.2,299.25,
,Dive,Number,Height,Description,Net,DD,Score,Round
,,,,,Score,,,Place
,1,101B,3M,Forward Dive Pike,37,2,44.4,3
,,101B,3M,Forward Dive Pike,,,,
,2,301B,3M,Reverse Dive Pike,34,2,40.8,4
,,301B,3M,Reverse Dive Pike,,,,
,3,405C,3M,Inward 2 1/2 Somersault Tuck,32.5,2.7,52.65,4
,,405C,3M,Inward 2 1/2 Somersault Tuck,,,,
,4,205B,3M,Back 2 1/2 Somersault Pike,30,3,54,3
,,205B,3M,Back 2 1/2 Somersault Pike,,,,
,5,5152B,3M,Forward 2 1/2 Somersault 1 Twist Pike,33.5,3,60.3,4
,,5152B,3M,Forward 2 1/2 Somersault 1 Twist Pike,,,,
,Totals,,,,167,12.7,252.15,
,Dive,Number,Height,Description,Net,DD,Score,Round
,,,,,Score,,,Place
,1,101B,3M,Forward Dive Pike,36.5,2,43.8,5
,,101B,3M,Forward Dive Pike,,,,
,2,301B,3M,Reverse Dive Pike,28,2,33.6,6
,,301B,3M,Reverse Dive Pike,,,,
,3,405C,3M,Inward 2 1/2 Somersault Tuck,34,2.7,55.08,5
,,405C,3M,Inward 2 1/2 Somersault Tuck,,,,
,4,205B,3M,Back 2 1/2 Somersault Pike,25.5,3,45.9,6
,,205B,3M,Back 2 1/2 Somersault Pike,,,,
,5,5152B,3M,Forward 2 1/2 Somersault 1 Twist Pike,31.5,3,56.7,3
,,5152B,3M,Forward 2 1/2 Somersault 1 Twist Pike,,,,
,Totals,,,,155.5,12.7,235.08,
,Dive,Number,Height,Description,Net,DD,Score,Round
,,,,,Score,,,Place
,1,405C,3M,Inward 2 1/2 Somersault Tuck,17,2.7,45.9,20
,2,107B,3M,Forward 3 1/2 Somersault Pike,12,3.1,37.2,26
,3,205B,3M,Back 2 1/2 Somersault Pike,10.5,3,31.5,37
,4,305B,3M,Reverse 2 1/2 Somersault Pike,15,3,45,17
,5,5152B,3M,Forward 2 1/2 Somersault 1 Twist Pike,18,3,54,6
,Totals,,,,72.5,14.8,213.6,
,Dive,Number,Height,Description,Net,DD,Score,Round
,,,,,Score,,,Place
,1,105B,1M,Forward 2 1/2 Somersault Pike,19,2.6,49.4,4
,2,203B,1M,Back 1 1/2 Somersault Pike,20,2.3,46,7
,3,303B,1M,Reverse 1 1/2 Somersault Pike,16.5,2.4,39.6,13
,4,5333D,1M,Reverse 1 1/2 Somersault 1 1/2 Twist Free,18,2.6,46.8,6
,5,403B,1M,Inward 1 1/2 Somersault Pike,17.5,2.4,42,15
,Totals,,91,12.3,223.8,,,
,Dive,Number,Height,Description,Net,DD,Score,Round
,,,,,Score,,,Place
,0,,0M,Carry Over from Previous Round,0,0,223.8,0
,1,105B,1M,Forward 2 1/2 Somersault Pike,17,2.6,44.2,5
,2,203B,1M,Back 1 1/2 Somersault Pike,22,2.3,50.6,2
,3,303B,1M,Reverse 1 1/2 Somersault Pike,16.5,2.4,39.6,7
,4,5333D,1M,Reverse 1 1/2 Somersault 1 1/2 Twist Free,17,2.6,44.2,3
,5,403B,1M,Inward 1 1/2 Somersault Pike,19,2.4,45.6,6
,Totals,,,,91.5,12.3,448,
,Dive,Number,Height,Description,Net,DD,Score,Round
,,,,,Score,,,Place
,1,405C,3M,Inward 2 1/2 Somersault Tuck,19.5,2.7,52.65,9
,2,107C,3M,Forward 3 1/2 Somersault Tuck,19.5,2.8,54.6,6
,3,205B,3M,Back 2 1/2 Somersault Pike,15,3,45,9
,4,305B,3M,Reverse 2 1/2 Somersault Pike,21.5,3,64.5,1
,5,5152B,3M,Forward 2 1/2 Somersault 1 Twist Pike,17.5,3,52.5,10
,Totals,,,,93,14.5,269.25,
,Dive,Number,Height,Description,Net,DD,Score,Round
,,,,,Score,,,Place
,0,,0M,Carry Over from Previous Round,0,0,269.25,0
,1,405C,3M,Inward 2 1/2 Somersault Tuck,20.5,2.7,55.35,4
,2,107C,3M,Forward 3 1/2 Somersault Tuck,12,2.8,33.6,16
,3,205B,3M,Back 2 1/2 Somersault Pike,22.5,3,67.5,3
,4,305B,3M,Reverse 2 1/2 Somersault Pike,17.5,3,52.5,6
,5,5152B,3M,Forward 2 1/2 Somersault 1 Twist Pike,17.5,3,52.5,9
,Totals,,,,90,14.5,530.7,
,Dive,Number,Height,Description,Net,DD,Score,Round
,,,,,Score,,,Place
,0,,0M,Carry Over from Previous Round,0,0,530.7,0
,1,405C,3M,Inward 2 1/2 Somersault Tuck,16.5,2.7,44.55,8
,2,107C,3M,Forward 3 1/2 Somersault Tuck,21.5,2.8,60.2,3
,3,205B,3M,Back 2 1/2 Somersault Pike,11,3,33,11
,4,305B,3M,Reverse 2 1/2 Somersault Pike,4.5,3,13.5,12
,5,5152B,3M,Forward 2 1/2 Somersault 1 Twist Pike,18,3,54,5
,Totals,,,,71.5,14.5,735.95,
,Dive,Number,Height,Description,Net,DD,Score,Round
,,,,,Score,,,Place
,1,401B,3M,Inward Dive Pike,39,2,46.8,1
,,401B,3M,Inward Dive Pike,,,,
,2,301B,3M,Reverse Dive Pike,39,2,46.8,1
,,301B,3M,Reverse Dive Pike,,,,
,3,205B,3M,Back 2 1/2 Somersault Pike,30,3,54,2
,,205B,3M,Back 2 1/2 Somersault Pike,,,,
,4,107B,3M,Forward 3 1/2 Somersault Pike,27.5,3.1,51.15,3
,,107B,3M,Forward 3 1/2 Somersault Pike,,,,
